indice,valor_singular
207,74.6021
208,73.8123
209,72.2155
210,70.9433
211,70.2451
212,69.8809
213,68.7354
214,67.5808
215,66.7039
216,65.2841
217,64.6222
218,63.4372
219,61.8755
220,61.4027
221,60.6776
222,59.7084
223,59.0106
224,58.6774
225,57.6309
226,56.942
227,55.8756
228,55.0459
229,54.6633
230,53.5355
231,52.7263
232,51.6424
233,51.0847
234,50.6546
235,49.4182
236,48.4548
237,47.2254
238,46.5585
239,46.3609
240,45.7674
241,45.1998
242,44.4995
243,43.7419
244,42.7494
245,42.4307
246,41.3471
247,41.0273
248,40.7497
249,39.2003
250,38.4637
251,38.3966
252,37.2177
253,36.2709
254,36.0846
255,35.4729
256,35.0503
257,34.2771
258,34.1125
259,32.8084
260,32.4689
261,32.0151
262,31.0827
263,30.703
264,30.0707
265,29.7913
266,29.1116
267,28.9263
268,27.9427
269,27.6073
270,26.8386
271,26.5537
272,26.0618
273,25.4319
274,25.152
275,24.6415
276,23.8019
277,23.3501
278,22.8873
279,22.3462
280,22.0399
281,21.8087
282,20.8709
283,20.8227
284,20.2415
285,19.9239
286,19.4077
287,19.0491
288,18.4951
289,18.0829
290,17.6848
291,16.8816
292,16.7486
293,16.4547
294,16.0499
295,15.6231
296,15.2825
297,14.8552
298,14.751
299,14.0352
300,13.6344
301,13.5862
302,13.4164
303,12.9543
304,12.4686
305,12.2869
306,12.0329
307,11.6396
308,11.4206
309,11.3623
310,11.08
311,10.8426
312,10.6698
313,10.0611
314,9.86161
315,9.74491
316,9.67906
317,9.22216
318,9.02673
319,8.82571
320,8.61236
321,8.47071
322,8.23296
323,8.12284
324,7.91825
325,7.71634
326,7.60234
327,7.57829
328,7.41551
329,7.31437
330,7.14983
331,7.0614
332,7.04216
333,6.98008
334,6.78577
335,6.69838
336,6.6908
337,6.57807
338,6.49178
339,6.40485
340,6.36306
341,6.30223
342,6.24976
343,6.1541
344,6.07272
345,6.03729
346,5.99503
347,5.93934
348,5.88663
349,5.79496
350,5.75278
351,5.70884
352,5.64372
353,5.63379
354,5.50713
355,5.48042
356,5.40342
357,5.32277
358,5.29115
359,5.26374
360,5.2221
361,5.18373
362,5.1201
363,5.088
364,4.98638
365,4.979
366,4.92656
367,4.91991
368,4.88121
369,4.86971
370,4.78989
371,4.69595
372,4.67653
373,4.64389
374,4.60585
375,4.56777
376,4.52259
377,4.44635
378,4.4299
379,4.39045
380,4.34252
381,4.26769
382,4.25624
383,4.22706
384,4.20283
385,4.11364
386,4.06947
387,4.00756
388,3.9512
389,3.92353
390,3.88596
391,3.87814
392,3.85274
393,3.81653
394,3.79195
395,3.74658
396,3.69932
397,3.66502
398,3.61574
399,3.5941
400,3.56159
401,3.50519
402,3.48116
403,3.4548
404,3.43301
405,3.408
406,3.35258
407,3.35021
408,3.33613
409,3.30926
410,3.2562
411,3.22898
412,3.17822
413,3.11447
414,3.05135
415,3.04318
416,3.0111
417,2.98363
418,2.97705
419,2.92472
420,2.88262
421,2.84624
422,2.81971
423,2.80789
424,2.76807
425,2.73355
426,2.71319
427,2.67451
428,2.63744
429,2.63258
430,2.53764
431,2.51567
432,2.48939
433,2.45998
434,2.43206
435,2.41492
436,2.39976
437,2.34374
438,2.27598
439,2.25001
440,2.21209
441,2.18853
442,2.12587
443,2.10325
444,2.07706
445,2.0553
446,1.99719
447,1.95693
448,1.93869
449,1.90562
450,1.87456
451,1.81944
452,1.80563
453,1.7946
454,1.72906
455,1.69911
456,1.6762
457,1.64025
458,1.61516
459,1.60776
460,1.55123
461,1.53792
462,1.52174
463,1.50939
464,1.44495
465,1.42543
466,1.37923
467,1.33967
468,1.31685
469,1.26852
470,1.2573
471,1.20005
472,1.19019
473,1.14219
474,1.13178
475,1.10072
476,1.06037
477,1.05084
478,1.01609
479,1.00888
480,0.940914
481,0.906181
482,0.898057
483,0.838314
484,0.821614
485,0.78531
486,0.767476
487,0.729562
488,0.670898
489,0.636485
490,0.616703
491,0.603328
492,0.586639
493,0.561112
494,0.509901
495,0.50245
496,0.477336
497,0.405225
498,0.395806
499,0.379666
500,0.328933
501,0.314904
502,0.286206
503,0.253165
504,0.235517
505,0.19885
506,0.187138
507,0.156622
508,0.107246
509,0.0927682
510,0.0843004
511,0.0587507
512,0.00471985
